product,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_test_duration,std_test_duration
191760-7HB,35.481,,150.204,,35.516666666666666,
191764-6otyppp,28.178,,84.591,,33.35,
191767-2A,34.526,,137.329,,34.45,
191768-6optt,72.616,,141.899,,38.31666666666667,
191769-18 oppppp,42.184,,44.588,,35.25,
191785-12 opppppp,38.399,,145.502,,35.733333333333334,
191829-122,28.293,,87.836,,30.066666666666663,
191839-1aaa,42.245,,111.827,,36.7,
191851-1aa,38.461,,169.134,,34.083333333333336,
191878-16AA,34.68,,132.762,,36.03333333333333,
191883-7 oppppppp,42.4475,0.023334523779156954,44.6305,0.1322289680818827,35.775,0.6717514421272222
191889-7x,59.977,,86.291,,35.06666666666667,
191901-37 opppt,34.96,,136.413,,37.41666666666666,
191928-6AAA,32.585,,151.924,,48.41666666666666,
191937_14ABC,32.588,,139.603,,34.8,
191947-18 opppppp,28.586,,76.41,,34.88333333333333,
191953-71AAA,188.801,,341.973,,38.56666666666667,
191974-6 so,35.495,,142.6,,33.71666666666667,
191978-22 ez,36.171,,145.716,,34.166666666666664,
191979-16opywww,32.059,,128.532,,32.75,
191979-23 ez,38.638,,127.963,,34.36666666666667,
192039-12so,35.435,,136.264,,34.3,
192057-2 opppppp,35.182,,119.104,,35.1,
192103-6so,36.068,,133.842,,36.56666666666667,
192117-200,42.975,,158.636,,37.53333333333333,
192158-26x,34.573,,124.339,,33.75,
192178-2x,27.487,,167.207,,37.06666666666667,
192183_111A,35.051,,125.721,,33.65,
192193-3 ez,34.246,,137.159,,35.583333333333336,
192208-6,27.837,,75.825,,32.18333333333333,
192211-6,37.222,,147.571,,33.05,
192216-7leo,27.566,,75.62,,34.18333333333333,
192217-12x,27.421,,79.78,,32.55,
192217-6AAA,27.075,,79.056,,31.98333333333333,
192219-9optrrrrr,33.9,,131.446,,35.15,
192232-20 oppppp,33.607,,148.251,,34.516666666666666,
192234-38 oppppp,42.708,,122.045,,36.56666666666667,
192246-6AA,35.977,,149.764,,34.333333333333336,
192264-24AA,35.162,,130.831,,34.28333333333333,
192309-5opttttt,31.244,,58.879,,33.75,
192315+7 EZ,54.403,,132.155,,33.96666666666667,
192328-77,33.914,,140.459,,36.41666666666666,
192329-9,28.246,,78.723,,32.18333333333333,
192379-15BBB,34.589,,148.317,,36.41666666666666,
192379-9A,35.923,,142.95,,35.18333333333333,
192380-13optttt,37.719,6.208397538817888,78.6885,62.036599233839375,21.65,16.475588001646557
192383-88AAAAA,36.171,,131.511,,37.73333333333333,
192383-88X,36.084,,133.388,,35.333333333333336,
192385-15otttt,37.977,,142.415,,36.516666666666666,
192392-22abc,40.124,2.6898341956336282,159.68200000000002,26.997336905702358,54.275,25.89189330444741
192394-22CCC,33.788,,144.164,,34.2,
192428-1 oppp ez,37.296,,115.801,,34.31666666666667,
192429-7 spk optttt,35.972,,157.354,,35.266666666666666,
192433-1optttttt,34.668,,135.166,,33.516666666666666,
192434-1 opppppp,35.084,,127.302,,33.38333333333333,
192439-6BBB,36.178,,137.983,,32.85,
192439-7BBB,35.9255,0.023334523779156954,109.53550000000001,33.87677877986631,30.65,9.545941546018392
192448-1SPAVID,40.704,,148.452,,35.983333333333334,
192448-2SPAVID,39.436,,148.3,,33.483333333333334,
192448-4POOP,40.272,,148.742,,34.63333333333333,
192448-6RIZZLER,39.807,,148.481,,35.2,
192458-26 oppppp,36.626,,123.47,,34.95,
192493-1opt<<,60.552,,64.455,,37.23333333333333,
192520-1,99.385,,100.123,,24.8,
192556-6AAA,34.918,,142.223,,35.13333333333333,
192558-6opt<<<,29.217,,90.391,,35.416666666666664,
192574-19opttt<<,27.472,,76.909,,35.68333333333333,
192595-5 deeeeecubed,35.572,,169.172,,31.65,
192595-5 deeeeeeee,37.33,3.6104872247385154,290.426,0.8796408357960851,35.108333333333334,0.22391714737573737
192600-13 ooppppp,56.632,,167.564,,35.8,
192605-19AAA,31.133,,90.607,,33.233333333333334,
192606-1 oppppppp,34.79,,128.641,,35.2,
192606_13GGG,33.531,,148.909,,35.55,
192634-31AAA,58.878,,59.764,,10.816666666666666,
192648-9OPT>>,38.306,,128.317,,35.233333333333334,
192710-7AAA,35.982,,144.065,,36.66666666666666,
192729-1a,34.782,,135.841,,34.1,
192729-2,36.112,,139.512,,33.5,
192734-1a,34.23,,125.376,,35.6,
192738-7 ez,43.569,,126.412,,69.73333333333333,
192765-4GGG,65.892,,280.951,,30.416666666666668,
192767-24so,167.509,,231.877,,38.98333333333333,
192779-6AAA,35.585,,128.479,,35.53333333333333,
192788-19opt;;,35.333,,82.264,,38.7,
192830-19opt==,27.524,,76.733,,36.03333333333333,
192834-5 opppppp,35.309,,145.666,,34.71666666666667,
192851-15 ez,33.003,,139.389,,35.18333333333333,
192865-7xxx,35.514,,156.331,,33.766666666666666,
192868_1B,36.802,,129.721,,33.78333333333333,
192907-6so,59.4,,84.452,,36.38333333333333,
192922-7opt<<<,34.432,,127.656,,68.3,
192935-244,34.756,,155.742,,35.75,
192937-15opt<<,31.928,,80.007,,32.86666666666667,
192957-5 ez,36.955,,158.541,,32.55,
192972-1 oppppppp,35.311,,140.826,,35.416666666666664,
192985-88opt<<,32.107,,132.563,,35.15,
192993-15opt<<,43.088,,44.654,,71.06666666666666,
193011-3AAA,37.043,0.059396969619672245,138.228,2.6573072836990623,37.78333333333333,4.784755886028969
193031-6 ez,116.756,,132.483,,39.833333333333336,
193038-1 ez,35.62,,140.446,,35.53333333333333,
193067-7AAA,34.747,,155.372,,32.266666666666666,
193086-14opt<<,35.038,,136.876,,34.6,
193087-6GGG,29.012,,88.124,,36.3,
193112-66,37.828,,42.456,,11.7,
193112-6bb,38.054,,129.861,,34.4,
193138-1AA,32.519,,114.729,,36.66666666666666,
193165-11 ez,27.638,,77.199,,31.83333333333333,
193208-22opt<<<,43.32,,120.393,,36.1,
1932255-1AAA,34.912,,132.855,,33.96666666666667,
193234-11opt<<,40.706,,117.319,,36.21666666666667,
193234-1opt==,38.835,,116.166,,33.78333333333333,
193234-9opt<<<,40.932,,117.567,,36.48333333333333,
193249-6AAAA,34.589,,137.206,,34.43333333333333,
"193250-9opt,,",34.584,,134.793,,37.18333333333333,
193260-2opt==,34.147,,123.257,,34.06666666666667,
193433-10opt[],28.337,,75.964,,38.11666666666667,
193462-7sss,30.04,,73.44,,31.066666666666663,
193477-13opt==,27.937,,73.961,,35.666666666666664,
193505-9 oppppp,27.631,,75.034,,35.93333333333333,
193566-6 so,28.782,,69.271,,32.13333333333333,
193640-14AAA,124.901,,126.486,,38.55,
193728-7x,211.61,,338.08,,38.3,
193776-15x,51.167,,111.583,,34.21666666666667,
193776-15xx,51.35,,128.085,,32.63333333333333,
193888-3opt1,42.935,,105.43,,36.06666666666667,
193894-1414,33.01,,146.438,,34.3,
193961-20opt<<,36.829,,158.843,,36.03333333333333,
193961-7AAA,37.979,,165.01,,33.483333333333334,
194095-11spk,33.825,,145.148,,34.916666666666664,
194100-6 ez,28.459,,134.839,,35.083333333333336,
194126-116opt==,28.776,,86.238,,34.06666666666667,
194130-19opt==,27.832,,72.498,,37.0,
194133-18AAA,27.117,,75.492,,32.516666666666666,
194155-53AAA,36.247,,147.588,,33.516666666666666,
194188-1AAA,31.203,,150.604,,33.11666666666667,
194211-146AAA,23.421,,125.844,,34.05,
194234-888,31.854,,98.163,,35.833333333333336,
194252-1AAA,64.936,,115.457,,71.88333333333334,
194313-125AAA,40.993,,124.352,,34.3,
194318-2AAA,31.999,,134.072,,33.483333333333334,
194364-111,30.448,,137.327,,32.93333333333333,
194373-19 opppppp,64.769,,122.588,,35.9,
194396-6opty<<,27.859,,76.097,,34.8,
194397-7optt==,28.792,,135.459,,35.15,
194463-19opt;;;,39.394,,172.072,,37.0,
194504-16opt;;,27.737,,78.775,,36.66666666666666,
194546-6AAA,29.533,,136.611,,34.68333333333333,
194570-17AAA,84.635,,147.16,,34.8,
194620-144,36.101,,149.143,,35.583333333333336,
194668-16optttt,36.456,,147.525,,35.15,
194701-6 opppppp,34.104,,139.758,,35.8,
194746-7opt==,27.74,,73.44,,33.233333333333334,
194762-13opt1111,30.506,,76.836,,34.06666666666667,
194773-6b,38.469,,172.108,,35.56666666666667,
194796-1 oppppp,24.512,,32.933,,36.38333333333333,
194806-4opttt,31.843,,106.079,,36.55,
194819-6.10%aaa,25.253,,69.549,,31.1,
2002-1 optimize,35.542,0.0,158.386,0.0,70.71666666666667,0.0
2043-1opt,61.719,0.0,151.425,0.0,29.816666666666663,0.0
2198-1wwrtv,27.717,0.0,159.04,0.0,32.9,0.0
2275-1a,26.352,,154.323,,33.03333333333333,
2290-1a,25.116,,165.515,,33.8,
2297-1,27.639,0.0,142.034,0.0,35.05,0.0
240 CUT,27.218,,74.788,,29.73333333333333,
2469-1zzzxxy,37.918,,139.604,,36.016666666666666,
280 cut,66.48194117647058,9.547098411066482,113.65076470588235,8.82575741392271,14.647916666666665,3.1141192054778384
330F cut,76.04724999999999,16.57892140389919,103.68175,56.62807757861818,10.070833333333333,4.757691141719898
350 F Cut,55.128,,156.033,,29.166666666666668,
350 cut,61.49572727272727,13.153090223144591,145.03127272727272,8.225278719787052,17.977272727272727,3.3095004047881504
400 cut,74.08317496807152,25.427597578720594,160.71048786717753,26.457482502988693,17.116815666240953,4.4807882555050655
400F CUT,66.449,2.3122391744800175,175.162,16.177188939985825,19.424999999999997,5.2679455198397775
41891-3optt,48.636,,113.758,,37.0,
450 cut,58.523911917098445,7.588091298178524,195.0957512953368,22.368502473258175,19.48341968911917,2.413346316609518
4607-14tgggggg,32.972,,148.434,,35.35,
4663-4eeeee,184.914,,339.638,,41.61666666666667,
4678-13,31.892,0.0,145.968,0.0,36.88333333333333,0.0
60-40 MeOH Blend,69.569,,88.428,,26.0,
650°F cut,69.21549999999999,0.044547727214759206,266.127,14.980764266218221,2187.241666666667,126.81960120580739
85722-4a,62.201,,166.294,,32.516666666666666,
85722-4azz,61.423,,150.709,,32.1,
ATK,157.038,,224.821,,39.21666666666667,
AUTO G1+G2 EVAP,37.6565839269813,16.7191610048652,133.72831945681213,29.97764614478971,33.20604778866133,3.0462818981498465
AUTO G1+G2 GAS EVAP,38.877911813036334,16.675224026027067,131.08016961840426,32.50286101281733,33.14178990931776,6.179316355423981
AUTO G1+G2 Gasoline,49.982809386761126,24.46447075146822,142.033185078592,26.978398478896228,34.981333480923915,5.1562125357769055
AUTO G2 High Boil.,64.81554733218589,28.98426062876995,146.57623063683303,30.696967663651524,33.3381239242685,4.755668678295382
AUTO G3,151.59316750178954,22.090005157832586,227.82281388690052,19.94778296647671,40.17024576473395,3.8874429367905217
AUTO G4,199.50048684665975,33.147868747626426,312.4415880927657,41.73687008312623,37.77949405792085,6.171882443978333
AUTO G4 OPT,199.534,,330.467,,37.65,
BUCKEYE KERO,150.23815384615384,1.773931737044106,241.2006153846154,5.450737251945241,39.59487179487179,0.9603332903164566
Buckeye Gasoil,215.34009999999998,5.771538770462113,341.0517,4.576886761935347,35.019999999999996,2.4068165866703195
CAC 3228-2 VVV,81.148,,305.22,,36.266666666666666,
CAMIN 10% RESIDUE,175.6665,46.57234181050257,299.859375,16.510472052934002,33.71458333333333,4.338114921417893
CAMIN GAS DQC,42.4220625,0.543279114114773,151.8465,0.8127221747518294,36.60729166666667,4.320926549942731
CBOBRR,29.372,1.4184061477588126,148.066,11.11892643198973,33.455555555555556,0.5302864355267882
CM,204.4095,0.9903125769170038,333.21375,16.490614388695988,52.74166666666667,2.5134637455113595
CRUDE INV,61.18778651685393,12.817876571711755,351.43281647940074,59.58585605075067,30.539450686641697,5.006041048772906
Camin 10% Residue,170.05016666666668,39.37370665181964,312.07483333333334,61.176491858734785,48.34201388888889,61.146730957040255
Camin Diesel,189.906,,307.83,,36.46666666666667,
Camin Gas RVP +9.5,23.714,,23.864,,7.166666666666667,
Camin Gas RVP +9.5..,40.496,,146.099,,32.88333333333333,
Camin Gas RVP -9.5,114.939,,133.917,,35.46666666666667,
Camin High Aro light,25.474,,39.697,,25.03333333333333,
Camin Reformate,68.4805,12.99326780811253,148.9985,12.277353474317383,33.43333333333334,0.5581052602166365
Condensate,49.197,,149.178,,30.566666666666663,
D 850 IBP<110C,99.707,0.0,118.97,0.0,31.15,0.0
D 850 IBP<110C TOL,102.76487999999999,7.142095195155733,115.27544,11.806967967687546,29.106666666666666,1.628010032729119
D-850 TOLUENE,128.71550000000002,41.31695633151116,128.8715,41.387667009629816,29.94166666666667,7.436406315478525
D1078,65.237,,145.687,,27.53333333333333,
D850,73.179,24.41710801876422,76.43900000000001,28.046378964137244,20.916666666666668,10.686478996064762
D850 BENZENE,66.2815,0.038890872965259914,84.44200000000001,4.289309734677595,25.066666666666666,1.2727922061357835
D850 M-XYLENE,127.9665,0.10677312395917105,128.563,0.8046875169903048,24.424999999999997,0.7424621202458742
D850 MIXED XYLENE,127.79222222222221,0.43774758074082465,128.079,0.8342989572089917,31.829629629629625,0.39013688639175825
D850 Toluene,99.375,,99.645,,26.53333333333333,
D850-tol,99.22385714285714,0.6032620847170328,102.31957142857142,4.335173578114367,28.152380952380952,0.911979357883911
D850-xylene,127.97833333333334,0.6749224646826708,129.03300000000002,0.5352036995387931,27.272222222222222,0.13471506281091347
DIESEL,216.63742574257427,19.27564681007956,321.7220099009901,11.266987496660366,39.479702970297026,4.531425213599651
DIESEL PARA RC,193.8144609929078,16.730752950146172,325.1884468085106,35.17176539426103,33.26654846335697,6.606303956832077
DIESEL PESADO,203.8882,76.94555671353322,335.23040000000003,88.27746380362319,37.443333333333335,7.503177104844766
DIESEL QC,186.293,1.7889996739332663,306.81330769230766,1.8775811293885216,38.885897435897434,2.299102543846732
DIESEL_9%,194.9932142857143,14.127187671892909,322.8579642857143,37.216869614812765,30.98779761904762,4.363442588478016
DMA,196.3628888888889,14.25435786386434,334.44377777777777,11.055373973522773,35.90740740740741,0.6968237019540425
DQC 24585A,36.436,,144.283,,33.25,
DQC1,40.816500000000005,1.2612189209913802,151.2996,0.9683103496985487,36.395,0.8960837290023265
Diesel,222.91457627118646,11.157788373433315,324.1540847457627,6.699631395645732,38.87768361581921,1.59957073435048
Diesel & Jet G4,161.081,,238.194,,33.6,
G1,27.725,,63.779,,35.5,
G1 & G2 EVAP,42.4619074074074,20.36529386107327,137.15679629629628,37.29408799694343,37.0891975308642,9.879108442598588
G1&G2 EVAP,40.99011654135338,18.17497670521149,131.5215187969925,32.46716044453372,34.29028822055138,5.038160060041308
G1+G2 EVAP,36.98226709996905,16.468788205889094,133.86334880841844,30.535414782205454,33.37082430620035,3.263296566925483
G3 HIGH BOIL,56.749,,291.546,,29.716666666666665,
G4 HIGH,197.57348,41.7223082032348,323.12366000000003,35.03268929222115,36.50966666666667,3.5904352814392952
G4 HIGH #2,56.74475,11.348142678429804,324.11575,29.949362501562554,27.066666666666666,0.9768619448311303
G4 HIGH BOIL,173.85336363636364,46.56304387095134,285.0180909090909,60.482315146786114,32.53181818181818,7.129126316698425
G4 MOD-D1655,149.5555,1.3787061357285808,230.78395833333332,2.2873784591929063,34.37986111111111,1.0769990868200736
GAS EVAP HIGH EP,39.181,,269.792,,27.48333333333333,
GAS OIL OPT,210.08849999999998,24.146123071077795,331.95925,32.9525444296243,37.44166666666667,1.5996132739704996
GAS QC1,45.58,,138.731,,37.61666666666667,
GAS QCB,39.757,,151.143,,35.1,
GASOLINE,40.024,0.5345727265770301,154.027,3.426639461630002,33.858333333333334,1.590990257669732
GASOLINE G1+G2 TEST,30.921,,147.205,,32.45,
Gas Handblend,34.69906666666667,4.102103440686889,137.82906666666668,14.400686077240836,36.65222222222222,1.2577989509687948
Gas Oil OPT,210.115,13.873793066261815,334.5421797752809,21.902992857225644,33.93426966292135,5.0504977499663495
Gasoil,221.756,,337.267,,41.1,
Gasoil OPT,216.84475,11.525722345560665,339.575875,3.6782916085608046,38.66319444444444,1.2849460896477836
Gasoil opt,205.10720833333335,14.03919193349867,336.20991666666663,16.771420540950114,37.25503472222222,2.178945127837484
HEXADECAN CAL 2,265.9499090909091,0.4774018128464697,266.92318181818183,0.5152261286429107,38.2560606060606,2.7152375865686524
Heavy Naphtha,79.8907294117647,14.827697154784538,137.6957411764706,13.372025421034177,34.38235294117647,4.803145569387011
JET A1,53.959,17.18552320995785,172.73,27.61110559177231,19.525,12.692566722298526
JET D1655-DEFSTAN91,154.86843478260872,9.578553049894547,243.1105652173913,8.40991614824746,35.073913043478264,7.398277894907484
JUNE ACCX,40.892,,148.282,,36.68333333333333,
KM Diesel,221.024,,341.298,,38.45,
LPO 15521-31oppttt,66.664,0.0,354.223,0.0,30.5,0.0
MEG D1078,186.3092,0.3007552160811329,186.24,0.21305867736377895,37.99666666666667,0.6680610417885154
Magellan 124 HVN New,86.73061052631579,6.576780437354179,129.2276947368421,6.727248792836233,34.97526315789474,6.870228566969145
Magellan 125 LVN New,30.731333333333332,1.9948626464884696,83.6014358974359,11.628105523569438,35.3465811965812,3.632734927263899
Magellan Gasoil New,205.80193333333332,12.866090068008031,339.468,3.4221649789069475,36.60222222222222,1.207711115112441
Magellan Kero New,151.06088095238096,1.4998558662846018,235.26838095238097,11.153227248041606,36.354365079365074,2.0021501298851314
Methanol D1078,53.292,0.03818376618407501,53.391000000000005,0.062225396744419376,32.88333333333333,0.6835365551469973
Mixed Naphtha HB,48.17425925925926,3.6561392642300223,126.14435802469134,6.111736539864588,36.23539094650206,1.1649403379931866
Mixed Xylenes,127.275,,129.259,,32.016666666666666,
Monthly ACCX,41.007,,153.998,,35.8,
Mtbe 13020,41.905,,44.449,,37.333333333333336,
NAFTA BRASKEM,43.5865,12.705433258168636,137.82319999999999,19.33644468527414,33.82833333333333,1.2537610085924147
NAPH,26.044,0.0,88.563,0.0,34.21666666666667,0.0
NAPHTHA,31.079700000000003,3.8873512847581853,95.2993,41.60523700222258,35.75333333333333,1.7261210349105014
NP 2400,93.435,,135.956,,35.43333333333333,
Naphtha,32.46300673400674,7.034682861324593,87.61390909090909,18.45392240904003,35.05274971941638,3.1367190047405553
Naphtha-Crude HB,46.788,,305.053,,31.03333333333333,
Naphtha-CrudeHB -new,52.4738,0.5561238171486629,161.2676,9.599339706458979,31.706666666666667,2.827484158517367
P2 SLATE,47.6298275862069,13.930642568168524,99.6643448275862,26.51271053297679,35.73505747126437,6.997705611551844
PARAXYLENE,125.792,,126.79,,42.23333333333333,
PSEUDOCUMENE,158.156,,158.091,,28.58333333333333,
QC sample,187.709,4.750120676829639,298.6209,27.338465621619015,32.24166666666666,8.680474221841187
QC44,45.796,0.08626702730475871,112.531,27.46827002197263,23.8,4.431202495435697
QC444,39.939,,152.008,,35.61666666666667,
QCAA,45.958,,153.73,,36.23333333333333,
RFG 2388X,43.894,,171.409,,36.93333333333333,
RFG 2395X,48.214,,153.839,,36.75,
RFG 2406X,56.082,,95.227,,35.7,
RFG 2407X,41.745,,111.553,,36.36666666666667,
RFG 2416X,38.724,,144.606,,36.21666666666667,
RFG 2422X,49.884,,149.983,,35.13333333333333,
RFG 2428X,49.065,,155.753,,34.71666666666667,
RFG-1343-1CCC,51.785,,161.997,,35.31666666666667,
RFG-2344-1 CCC,45.1045,4.953283002211765,151.3075,1.866054795551306,35.666666666666664,0.8013876853447485
RFG-2380-1CCC,37.275285714285715,3.0819184887710076,148.82385714285715,13.864204333805946,40.01428571428572,13.261778233131553
RFG-2384x,40.4245,0.2269812767608803,134.5655,1.9608071042302835,35.30833333333334,0.9310239285622874
RFG-2386-1CCC,49.671,,163.474,,43.31666666666667,
RFG-2393-1CCC,37.678,,153.047,,37.81666666666667,
RFG-2411-1CCC,40.394999999999996,18.188200625680373,107.111,41.65848890682427,35.04166666666667,3.50017856687341
RFG-2554A,44.443,,163.274,,36.46666666666667,
RFG2470-1CCC,33.933,,146.442,,36.66666666666666,
RFG2477-1CCC,40.075900000000004,6.380218307828938,140.153,18.562340674961586,36.83833333333333,1.4361094992468932
RFG2478-1ccc,42.137,,133.905,,35.85,
RFG2489-1CCC,41.904,7.635748110041346,152.8885,7.411470319713885,41.166666666666664,14.860267681154186
RFG2502-1X,45.0632,4.402096284726176,146.0352,19.46531347551331,37.459999999999994,1.2889810790784382
RFG2516-1CCC,44.12733333333333,5.902375228103797,161.03666666666666,8.161286193568598,46.73888888888889,20.423552126931334
RFG2551-1XXX,59.98766666666666,8.549386079323668,135.31233333333333,20.361968601619377,37.48888888888889,2.4099523585271103
RFG2562-1AXXX,40.75671428571429,5.5878224653940025,140.66400000000002,9.309251957058637,35.345238095238095,1.1451069125936826
Reformate,117.943,,156.374,,36.13333333333333,
TOLUENE   CAL 1,97.96021428571429,0.33623553524997163,98.21292857142858,0.27283820629300964,32.351190476190474,7.159580468913139
TOLUENE DD850,109.09133333333334,16.604239107328393,109.54266666666668,17.325129215487348,29.45,2.690931272089851
TOLUENE QC,88.61070588235295,21.38193946349555,111.52694117647059,31.937781122971327,35.36078431372549,4.348027734472097
TRANS,49.672875,8.61878097839662,273.04200000000003,58.28578885849572,34.16458333333333,1.4445144595363277
TRANS 53.9,47.46,9.552350271754367,248.32175,91.20667454076874,35.483333333333334,8.688137323887679
TRANS HEAVY,48.522999999999996,2.310824960917635,307.879,5.515432893255059,29.03333333333333,0.0
TRANSMIX?,45.674,0.0,301.47,0.0,34.11666666666667,0.0
Toluene for QC,98.82516666666668,3.7741291666643653,103.73383333333334,14.830436600675876,38.73888888888889,1.3962515957084969
Transmix,57.0175,18.5863017434884,292.656,26.21951944639721,34.391666666666666,2.604509977370445
WEEK QCB,40.97966666666667,0.7615250050611179,152.80966666666666,0.8943155669747341,36.92777777777778,0.9430054396763885
WEEK QCBBBBB,41.969,,152.743,,35.86666666666667,
WQC,40.985,0.0,150.766,0.0,36.53333333333333,0.0
WQC-#11 34919x,42.862,,148.698,,36.48333333333333,
camin gas qc opti,43.299,2.8232428163372707,149.65066666666667,0.48901567800360146,37.63333333333333,0.4330127018922193
crude,61.859,0.0,350.9,0.0,33.733333333333334,0.0
crude 145c,55.467,,104.115,,18.45,
crude 75c,55.303,,22.656,,12.166666666666666,
crude opt,58.75600000000001,0.0,354.219,0.0,34.65,0.0
dqc,39.8725,0.08273149339882166,152.311,1.7833233021524666,35.891666666666666,0.20034692133618712
dqc run,41.25333333333334,1.1572962743682635,151.0426666666667,1.8400033333303147,36.93611111111111,1.2656318872697814
gas qc,42.272,0.0,153.56,0.0,33.983333333333334,0.0
gas qc1,41.20941666666666,1.3593122230366959,149.4785,1.739951749592246,35.66111111111111,0.9969735347321049
mtbe 1-9,42.839,0.0,44.699,0.0,36.7,0.0
naptha,27.617,,79.594,,29.08333333333333,
natural gas 210,25.932000000000002,3.1395541084682708,57.6115,34.684294723981345,35.11666666666667,0.9899494936611706
transmix 53.9,48.847,5.63839040270655,284.93014285714287,20.86041811204953,37.07619047619047,1.3436013360608672
