product,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_t50,std_t50,avg_test_duration,std_test_duration
183096-23,43.446,,127.79,,85.594,,34.65,
183112-8rrttty,25.368,,149.695,,66.237,,31.966666666666665,
183115-19,24.345,,83.023,,50.321,,36.18333333333333,
183159-7,27.201,,43.042,,41.743,,35.31666666666667,
183215-12opt,23.126,,161.201,,67.618,,31.83333333333333,
183322-38 ez,40.877,,137.072,,84.985,,34.516666666666666,
183323°5LOLLL%,33.588,,138.398,,80.207,,34.983333333333334,
183451°14QSQS,32.433,,161.977,,107.524,,34.28333333333333,
183506-1,27.066,,42.137,,41.517,,36.3,
183535-14,28.224,,146.848,,67.483,,35.25,
183542-6qqqwwee,25.515,,150.922,,100.71,,33.583333333333336,
183696-45b ez,35.726,,123.416,,80.673,,35.583333333333336,
183708-5,50.615,,55.26,,63.13,,35.13333333333333,
183732-9,27.095,,73.932,,46.751,,36.53333333333333,
183767-6,24.552333333333333,1.222383873148422,90.19333333333333,57.595454736752735,51.198,13.938361309709258,33.82222222222222,1.4166013056817566
184016-10 ez,20.006,,157.22,,95.696,,33.65,
184016-11bbbb,22.004,,152.708,,78.558,,34.63333333333333,
184016-8 10%opt,22.82,,160.555,,69.318,,34.36666666666667,
184016-9 opt,24.886,,159.944,,80.043,,32.85,
184138_82,33.283,,127.29,,81.243,,35.13333333333333,
184174-4,38.825,,132.412,,75.454,,71.08333333333333,
184174-85,41.09,,131.24,,85.973,,36.15,
184183-144,43.224,,45.032,,55.124,,35.5,
184247-7GGG,24.395,,149.852,,66.608,,33.7,
184271-24,26.79,,73.432,,47.521,,34.93333333333333,
184324-15 ez,26.205,,160.267,,67.682,,34.28333333333333,
184365-3,61.343,,149.65,,122.103,,36.46666666666667,
184418-2 opppppp,27.486,,76.499,,47.13,,32.766666666666666,
184477-3,34.654,,163.996,,112.397,,34.86666666666667,
184530-6GGG,21.612,,164.206,,92.833,,33.05,
184574-6,55.06,,139.785,,111.821,,35.86666666666667,
184579-53A,36.491,,146.674,,88.251,,33.78333333333333,
184579-83 ez,37.338,,138.624,,90.37,,33.666666666666664,
184579-86AAA,33.729,,142.459,,92.918,,33.3,
184580-6,23.923,,150.971,,90.099,,34.81666666666667,
184613-7,33.947,,151.721,,77.383,,36.8,
184678-2,26.019,,152.701,,64.697,,35.9,
184719-14 ez,24.789,,145.373,,65.863,,35.43333333333333,
184845-18 ez,27.053,,151.885,,80.989,,35.06666666666667,
184853-1 ez,28.448,,48.546,,44.006,,33.083333333333336,
184863-1 ez,29.946,,126.585,,82.99,,38.05,
184905-6,60.79,,169.383,,81.399,,38.03333333333333,
185000-1,26.742,,69.831,,46.191,,35.7,
185120-10a,26.605,,75.009,,46.093,,37.25,
185425-9a,29.457,0.0,152.641,0.0,66.773,0.0,34.35,0.0
185427-2a,55.674,0.0,132.212,0.0,94.53514285714286,0.0022677868380563296,34.63333333333333,0.0
185461-13 ez,35.915,0.0,150.744,0.0,72.888,0.0,35.75,0.0
185465-6a,27.158,0.0,160.094,0.0,89.095,0.0,32.5,0.0
185498-22a,24.265,,155.715,,65.82,,33.38333333333333,
1855-1 OPT,27.356,,149.356,,96.028,,33.21666666666667,
185590-10GG,71.836,,124.406,,103.498,,28.98333333333333,
185599-1a,25.345,,155.084,,66.537,,34.0,
185642-8a,26.86,0.0,155.679,0.0,66.594,0.0,35.45,0.0
185725-7 ez,26.895,,71.796,,46.387,,35.31666666666667,
185745-6bj,28.262,0.0,63.69100000000001,0.0,45.106,0.0,35.61666666666667,0.0
185834-6,25.256,,69.709,,45.298,,34.21666666666667,
185900-2aa,30.756,,163.921,,89.484,,33.35,
185914-5aa,31.265,,153.655,,90.083,,34.6,
185929-1222,30.442,,162.977,,92.157,,33.0,
185947-2aa,23.878,,101.559,,62.439,,34.1,
186064-22,32.861,,126.754,,92.469,,34.53333333333333,
186217-6 ez,41.202,,44.319,,54.051,,36.45,
186256-21a,26.698,,160.43,,98.719,,31.23333333333333,
1864-1a,22.689,0.0,148.644,0.0,91.885,0.0,33.06666666666667,0.0
186422-9 ez,27.4,,69.331,,45.984,,34.11666666666667,
186479-22 ez,28.194,0.0,157.788,0.0,89.53514285714286,0.002267786838055449,34.21666666666667,0.0
186492-1opt,29.449,,47.138,,44.89,,32.733333333333334,
186610-6 10% ez,26.34,0.0,140.252,0.0,68.681,0.0,36.05,0.0
186622-13 ez,36.914,0.0,176.76200000000003,0.0,125.004,0.0,36.81666666666667,0.0
186893-1kls,31.189,0.0,152.004,0.0,65.855,0.0,41.7,0.0
1869-1,43.1,,157.161,,107.892,,37.4,
186907-1GGG,43.202,,297.264,,187.319,,33.45,
186929_1A,25.875,0.0,38.074,0.0,39.360857142857135,0.00037796447300849555,33.483333333333334,0.0
186954-8 ez,34.119,,131.172,,83.91,,34.266666666666666,
187048.3B,37.223,,106.676,,94.599,,35.266666666666666,
1873-1BAGELS,36.21,,161.405,,88.66,,35.483333333333334,
188078-4lol,38.086,,109.353,,73.611,,34.45,
188090-13 ez,28.332,,81.808,,47.647,,32.85,
188573-8x,38.637,,144.845,,85.646,,34.21666666666667,
188651-9CCC,42.916,,144.912,,96.051,,34.78333333333333,
188880-75opttt,31.875,,138.639,,95.696,,34.36666666666667,
1891611-44,25.479,,37.722,,38.955,,34.7,
189261-7optt,27.643,,72.529,,46.115,,35.766666666666666,
189335-4a,33.723,,137.009,,77.665,,34.2,
189335-75x,35.32,,136.144,,77.027,,36.91666666666666,
189390-1x,26.986,,69.392,,45.791,,34.266666666666666,
189411-1GGG,41.746,,303.294,,157.984,,32.916666666666664,
189446-11qwqw,26.957,,71.251,,46.059,,33.93333333333333,
189480-2 ez,35.475,,122.968,,72.579,,37.28333333333333,
189497-722,37.117,,132.886,,104.619,,33.166666666666664,
189519-288,26.832,,64.284,,44.303,,34.233333333333334,
189524-15a,26.118,,49.313,,41.132,,36.083333333333336,
189524-9a,26.029,,49.003,,41.078,,35.583333333333336,
189533-6x,43.046,,45.393,,55.054,,36.61666666666667,
189545-13b,27.192,,74.575,,46.401,,32.9,
189545-33 ez,27.338,,77.694,,47.27,,35.483333333333334,
189557-4opt<,41.641,,109.795,,82.508,,36.65,
189564-6a,35.857,,142.102,,85.633,,36.31666666666667,
189566-1x,25.82,,40.539,,39.867,,35.86666666666667,
189571-1OPTT,27.312,,60.036,,43.236,,32.3,
189706-6xzxxzz,158.488,,228.934,,199.877,,39.35,
189777-22,24.634,,35.463,,37.84,,35.233333333333334,
189778-6a,26.293,,43.319,,40.709,,37.016666666666666,
189812-7a,43.337,,154.272,,110.45,,34.1,
189814-61x,34.188,,134.741,,83.358,,32.86666666666667,
189872-6a,32.56,,141.571,,83.844,,35.666666666666664,
189883-6opty,55.694,,130.194,,102.363,,35.9,
189914-12optee,36.12,,155.205,,93.006,,34.6,
190043-8a,27.146,,73.022,,47.584,,34.53333333333333,
190092-29 compoptt,37.853,,135.378,,80.322,,35.11666666666667,
190135-27optx,50.568,,108.37,,81.28,,35.9,
190154-20x,51.068,,132.24,,98.197,,37.5,
190170-100x,37.696,,131.611,,93.921,,34.18333333333333,
190280-8x,27.964,,69.718,,45.561,,39.25,
190296-8a,36.23,,122.396,,69.787,,36.36666666666667,
190318.11X,50.281,,144.258,,101.888,,34.43333333333333,
190406-11opyy,32.835,,83.886,,54.168,,33.833333333333336,
190425-27x,36.475,,132.352,,87.645,,37.0,
190425-52 jb hb mtbe,42.808,,45.515,,55.039,,34.666666666666664,
190447-10opptt,29.543,,81.652,,52.56,,35.1,
190557-13  ez,31.805,,150.343,,78.53,,67.43333333333334,
190557-26 ez,33.236,,147.642,,82.053,,34.21666666666667,
190557-5X,36.391,,158.931,,100.51,,35.03333333333333,
190606-4x,28.407,,79.373,,49.871,,35.61666666666667,
190613-2 jbva,44.7,,157.753,,101.228,,36.21666666666667,
190645-52zzz,38.376,,126.385,,82.087,,34.666666666666664,
190691-26 ez,27.855,,77.848,,48.806,,32.7,
190694-12a,36.09,,139.297,,85.635,,33.166666666666664,
190708-6a10,36.032,,144.981,,81.587,,35.18333333333333,
190714-13optx,37.554,,173.438,,122.206,,36.2,
190723-3 ez,37.123,,109.34,,73.902,,35.3,
190751-6 ez,35.967,,155.455,,68.848,,33.666666666666664,
190770-6 jba,55.481,,78.422,,73.976,,37.53333333333333,
190779-2xxx,35.179,,127.501,,67.378,,36.23333333333333,
190836-6zzz,30.2,,86.923,,51.885,,33.53333333333333,
190844-199,32.29,,99.306,,61.771,,32.666666666666664,
190878-16x,33.788,,125.816,,65.627,,35.266666666666666,
190878-366,34.337,,126.872,,65.563,,37.38333333333333,
190884-6 ez,38.462,,155.782,,91.387,,35.93333333333333,
190934-66,35.024,,150.928,,94.276,,34.85,
190993-11zzz,28.171,,76.886,,49.489,,32.4,
191097-6 spkqqq,36.768,,144.386,,116.757,,35.06666666666667,
191102-6 opjb,46.941,,167.277,,102.348,,34.166666666666664,
191120-3ppp,34.437,,118.272,,87.238,,35.4,
191182-19ppp,57.616,,87.019,,76.596,,36.28333333333333,
191194-3x,42.286,,106.363,,79.491,,35.61666666666667,
19119511DDD,52.999,,156.192,,111.191,,37.73333333333333,
191216-196optwww,27.793,,77.724,,48.071,,36.0,
191230-6 oppjb,41.842,,44.453,,54.522,,38.36666666666667,
191237-29 ez,35.143,,136.266,,64.632,,36.81666666666667,
191237-29zzz,35.145,,148.031,,66.641,,37.333333333333336,
191258-26a,31.091,,93.687,,52.648,,37.43333333333333,
191283-15x,35.546,,137.485,,83.036,,34.86666666666667,
191286-76a,33.639,,133.248,,81.503,,35.9,
191304-12A,149.788,,156.224,,162.999,,37.35,
191322-17x,27.5,,74.524,,47.576,,34.3,
191331-13 opppp,27.93,,79.211,,48.967,,33.5,
191332-6x,34.574,,131.082,,95.578,,33.46666666666667,
191353-26A,31.67,,119.885,,56.885,,36.36666666666667,
191357-12a,45.794,,130.111,,99.121,,35.85,
191393-6optz,35.25,,103.743,,69.544,,32.9,
191403-6 ez,26.718,,65.315,,43.236,,34.71666666666667,
191408-1x,37.412,,109.049,,83.464,,35.0,
191467-17OPTTTT,27.71,,81.779,,49.041,,36.21666666666667,
191504-11A,52.975,,130.86,,67.274,,36.43333333333333,
191506-77,27.044,,79.99,,48.495,,38.55,
191508-41optt,34.707,,129.093,,80.154,,36.6,
191541-9optttttt,39.185,0.14424978336205363,111.77199999999999,1.0974297244015314,97.243,0.2658721497261402,36.608333333333334,1.1902964149973576
191548-6OPTTTT,35.776,,135.033,,84.523,,35.333333333333336,
191549-32 ez,34.5185,0.3641599923110724,150.999,9.755245153249604,80.9725,2.8927738418341566,35.233333333333334,1.3435028842544368
191557-25 deeeeeeee,49.27,,155.941,,98.214,,36.78333333333333,
191579-49CCC,114.898,0.0,134.382,0.0,133.238,0.0,39.81666666666667,0.0
191595-19b oopp,42.878,,44.496,,54.951,,40.4,
191620-33rrr,35.711,,138.862,,65.067,,35.233333333333334,
191656-7 ez,35.87,,138.661,,67.048,,35.916666666666664,
191711-19,27.759,,77.363,,48.404,,33.333333333333336,
191712-17 opppp,37.012,,102.575,,105.515,,34.38333333333333,
191732-6 oppppp,35.834,,127.251,,88.172,,33.38333333333333,
191738-20 opppp,35.111,,137.159,,65.923,,32.266666666666666,
191743-9 ez,52.245,,113.27,,99.853,,36.833333333333336,
191760-6 ez,31.686,,78.677,,54.35,,35.71666666666667,
191760-7HB,35.481,,150.204,,65.649,,35.516666666666666,
191764-6otyppp,28.178,,84.591,,48.801,,33.35,
191767-2A,34.526,,137.329,,65.577,,34.45,
191768-6optt,72.616,,141.899,,112.196,,38.31666666666667,
191769-18 oppppp,42.184,,44.588,,54.733,,35.25,
191785-12 opppppp,38.399,,145.502,,91.093,,35.733333333333334,
191829-122,28.293,,87.836,,47.431,,30.066666666666663,
191839-1aaa,42.245,,111.827,,78.795,,36.7,
191851-1aa,38.461,,169.134,,90.019,,34.083333333333336,
191878-16AA,34.68,,132.762,,83.54,,36.03333333333333,
191883-7 oppppppp,42.4475,0.023334523779156954,44.6305,0.1322289680818827,54.8595,0.02050609665440982,35.775,0.6717514421272222
191889-7x,59.977,,86.291,,78.078,,35.06666666666667,
191901-37 opppt,34.96,,136.413,,65.87,,37.41666666666666,
191928-6AAA,32.585,,151.924,,69.14,,48.41666666666666,
191937_14ABC,32.588,,139.603,,81.089,,34.8,
191947-18 opppppp,28.586,,76.41,,49.602,,34.88333333333333,
191953-71AAA,188.801,,341.973,,284.556,,38.56666666666667,
191974-6 so,35.495,,142.6,,89.426,,33.71666666666667,
191978-22 ez,36.171,,145.716,,79.381,,34.166666666666664,
191979-16opywww,32.059,,128.532,,74.054,,32.75,
191979-23 ez,38.638,,127.963,,74.866,,34.36666666666667,
192039-12so,35.435,,136.264,,90.069,,34.3,
192057-2 opppppp,35.182,,119.104,,65.519,,35.1,
192103-6so,36.068,,133.842,,95.829,,36.56666666666667,
192117-200,42.975,,158.636,,91.929,,37.53333333333333,
192158-26x,34.573,,124.339,,65.758,,33.75,
192178-2x,27.487,,167.207,,65.506,,37.06666666666667,
192183_111A,35.051,,125.721,,80.298,,33.65,
192193-3 ez,34.246,,137.159,,66.388,,35.583333333333336,
192208-6,27.837,,75.825,,47.193,,32.18333333333333,
192211-6,37.222,,147.571,,88.986,,33.05,
192216-7leo,27.566,,75.62,,47.29,,34.18333333333333,
192217-12x,27.421,,79.78,,46.159,,32.55,
192217-6AAA,27.075,,79.056,,45.108,,31.98333333333333,
192219-9optrrrrr,33.9,,131.446,,83.21,,35.15,
192232-20 oppppp,33.607,,148.251,,91.211,,34.516666666666666,
192234-38 oppppp,42.708,,122.045,,83.58,,36.56666666666667,
192246-6AA,35.977,,149.764,,90.622,,34.333333333333336,
192264-24AA,35.162,,130.831,,66.654,,34.28333333333333,
192309-5opttttt,31.244,,58.879,,48.486,,33.75,
192315+7 EZ,54.403,,132.155,,102.066,,33.96666666666667,
192328-77,33.914,,140.459,,66.617,,36.41666666666666,
192329-9,28.246,,78.723,,49.112,,32.18333333333333,
192379-15BBB,34.589,,148.317,,83.498,,36.41666666666666,
192379-9A,35.923,,142.95,,83.977,,35.18333333333333,
192380-13optttt,42.109,,122.555,,81.965,,33.3,
192383-88AAAAA,36.171,,131.511,,86.793,,37.73333333333333,
192383-88X,36.084,,133.388,,88.506,,35.333333333333336,
192385-15otttt,37.977,,142.415,,112.347,,36.516666666666666,
192392-22abc,40.124,2.6898341956336282,159.68200000000002,26.997336905702358,103.3045,5.972930980682769,54.275,25.89189330444741
192394-22CCC,33.788,,144.164,,93.466,,34.2,
192428-1 oppp ez,37.296,,115.801,,68.77,,34.31666666666667,
192429-7 spk optttt,35.972,,157.354,,69.198,,35.266666666666666,
192433-1optttttt,34.668,,135.166,,65.498,,33.516666666666666,
192434-1 opppppp,35.084,,127.302,,67.299,,33.38333333333333,
192439-6BBB,36.178,,137.983,,90.582,,32.85,
192439-7BBB,35.9255,0.023334523779156954,109.53550000000001,33.87677877986631,67.24350000000001,0.25809397513309124,30.65,9.545941546018392
192448-1SPAVID,40.704,,148.452,,96.21,,35.983333333333334,
192448-2SPAVID,39.436,,148.3,,100.334,,33.483333333333334,
192448-4POOP,40.272,,148.742,,95.57,,34.63333333333333,
192448-6RIZZLER,39.807,,148.481,,99.806,,35.2,
192458-26 oppppp,36.626,,123.47,,77.143,,34.95,
192493-1opt<<,60.552,,64.455,,72.566,,37.23333333333333,
192520-1,99.385,,100.123,,110.6,,24.8,
192556-6AAA,34.918,,142.223,,65.393,,35.13333333333333,
192558-6opt<<<,29.217,,90.391,,51.467,,35.416666666666664,
192574-19opttt<<,27.472,,76.909,,48.213,,35.68333333333333,
192595-5 deeeeecubed,35.572,,169.172,,74.463,,31.65,
192595-5 deeeeeeee,37.33,3.6104872247385154,290.426,0.8796408357960851,85.1645,6.672966694057442,35.108333333333334,0.22391714737573737
192600-13 ooppppp,56.632,,167.564,,73.243,,35.8,
192605-19AAA,31.133,,90.607,,55.556,,33.233333333333334,
192606-1 oppppppp,34.79,,128.641,,82.431,,35.2,
192606_13GGG,33.531,,148.909,,82.745,,35.55,
192648-9OPT>>,38.306,,128.317,,79.664,,35.233333333333334,
192710-7AAA,35.982,,144.065,,65.606,,36.66666666666666,
192729-1a,34.782,,135.841,,64.806,,34.1,
192729-2,36.112,,139.512,,66.073,,33.5,
192734-1a,34.23,,125.376,,65.531,,35.6,
192738-7 ez,43.569,,126.412,,80.213,,69.73333333333333,
192765-4GGG,65.892,,280.951,,208.787,,30.416666666666668,
192767-24so,167.509,,231.877,,203.93,,38.98333333333333,
192779-6AAA,35.585,,128.479,,69.858,,35.53333333333333,
192788-19opt;;,35.333,,82.264,,59.456,,38.7,
192830-19opt==,27.524,,76.733,,48.337,,36.03333333333333,
192834-5 opppppp,35.309,,145.666,,66.66,,34.71666666666667,
192851-15 ez,33.003,,139.389,,83.827,,35.18333333333333,
192865-7xxx,35.514,,156.331,,67.289,,33.766666666666666,
192868_1B,36.802,,129.721,,66.311,,33.78333333333333,
192907-6so,59.4,,84.452,,77.178,,36.38333333333333,
192922-7opt<<<,34.432,,127.656,,67.157,,68.3,
192935-244,34.756,,155.742,,91.926,,35.75,
192937-15opt<<,31.928,,80.007,,55.906,,32.86666666666667,
192957-5 ez,36.955,,158.541,,71.746,,32.55,
192972-1 oppppppp,35.311,,140.826,,65.618,,35.416666666666664,
192985-88opt<<,32.107,,132.563,,78.769,,35.15,
192993-15opt<<,43.088,,44.654,,54.931,,71.06666666666666,
193011-3AAA,37.043,0.059396969619672245,138.228,2.6573072836990623,66.8825,0.106773123959161,37.78333333333333,4.784755886028969
193031-6 ez,116.756,,132.483,,135.845,,39.833333333333336,
193038-1 ez,35.62,,140.446,,65.253,,35.53333333333333,
193067-7AAA,34.747,,155.372,,66.809,,32.266666666666666,
193086-14opt<<,35.038,,136.876,,65.817,,34.6,
193087-6GGG,29.012,,88.124,,51.711,,36.3,
193112-6bb,38.054,,129.861,,103.728,,34.4,
193138-1AA,32.519,,114.729,,61.422,,36.66666666666666,
193165-11 ez,27.638,,77.199,,48.747,,31.83333333333333,
193208-22opt<<<,43.32,,120.393,,78.782,,36.1,
1932255-1AAA,34.912,,132.855,,65.425,,33.96666666666667,
193234-11opt<<,40.706,,117.319,,89.383,,36.21666666666667,
193234-1opt==,38.835,,116.166,,98.799,,33.78333333333333,
193234-9opt<<<,40.932,,117.567,,94.255,,36.48333333333333,
193249-6AAAA,34.589,,137.206,,91.147,,34.43333333333333,
"193250-9opt,,",34.584,,134.793,,65.097,,37.18333333333333,
193260-2opt==,34.147,,123.257,,86.358,,34.06666666666667,
193433-10opt[],28.337,,75.964,,48.88,,38.11666666666667,
193462-7sss,30.04,,73.44,,49.19,,31.066666666666663,
193477-13opt==,27.937,,73.961,,48.099,,35.666666666666664,
193505-9 oppppp,27.631,,75.034,,48.289,,35.93333333333333,
193566-6 so,28.782,,69.271,,46.918,,32.13333333333333,
193640-14AAA,124.901,,126.486,,136.87,,38.55,
193728-7x,211.61,,338.08,,284.59,,38.3,
193776-15x,51.167,,111.583,,78.47,,34.21666666666667,
193776-15xx,51.35,,128.085,,78.93,,32.63333333333333,
193888-3opt1,42.935,,105.43,,84.38,,36.06666666666667,
193894-1414,33.01,,146.438,,92.92,,34.3,
193961-20opt<<,36.829,,158.843,,101.7,,36.03333333333333,
193961-7AAA,37.979,,165.01,,95.13,,33.483333333333334,
194095-11spk,33.825,,145.148,,66.257,,34.916666666666664,
194100-6 ez,28.459,,134.839,,90.734,,35.083333333333336,
194126-116opt==,28.776,,86.238,,50.298,,34.06666666666667,
194130-19opt==,27.832,,72.498,,47.426,,37.0,
194133-18AAA,27.117,,75.492,,48.469,,32.516666666666666,
194155-53AAA,36.247,,147.588,,83.603,,33.516666666666666,
194188-1AAA,31.203,,150.604,,89.599,,33.11666666666667,
194211-146AAA,23.421,,125.844,,61.61,,34.05,
194234-888,31.854,,98.163,,53.351,,35.833333333333336,
194252-1AAA,64.936,,115.457,,105.228,,71.88333333333334,
194313-125AAA,40.993,,124.352,,85.14,,34.3,
194318-2AAA,31.999,,134.072,,93.693,,33.483333333333334,
194364-111,30.448,,137.327,,65.845,,32.93333333333333,
194373-19 opppppp,64.769,,122.588,,97.51,,35.9,
194396-6opty<<,27.859,,76.097,,48.86,,34.8,
194397-7optt==,28.792,,135.459,,66.53,,35.15,
194463-19opt;;;,39.394,,172.072,,120.58,,37.0,
194504-16opt;;,27.737,,78.775,,49.22,,36.66666666666666,
194546-6AAA,29.533,,136.611,,93.29,,34.68333333333333,
194570-17AAA,84.635,,147.16,,128.0,,34.8,
194620-144,36.101,,149.143,,104.13,,35.583333333333336,
194668-16optttt,36.456,,147.525,,100.82,,35.15,
